mrjong,Mr. Jong (Japan),
mrlo,Mr. Lo!,
mrtnt,Mr. TNT,
mrviking,Mister Viking,
mrvikinj,Mister Viking (Japan),
mslug,Metal Slug - Super Vehicle-001,
mslug2,Metal Slug 2 - Super Vehicle-001/II,
mspacatk,Ms. Pac-Man Plus,
mspacman,Ms. Pac-Man,""
msword,Magic Sword - Heroic Fantasy (World),
mswordj,Magic Sword (Japan),
mswordu,Magic Sword - Heroic Fantasy (US),
mtrap,Mouse Trap (version 5),
mtrap3,Mouse Trap (version 3),
mtrap4,Mouse Trap (version 4),
mtwins,Mega Twins (World),
mutnat,Mutation Nation,
mx5000,MX5000,
myhero,My Hero (US),
myheroj,Seishun Scandal (Japan),
myherok,My Hero (Korea),
mysticm,Mystic Marathon,
mysticri,Mystic Riders (World),
mystston,Mysterious Stones,
nam1975,NAM-1975,
nametune,Name That Tune,
narc,Narc (rev 7.00),
narc3,Narc (rev 3.20),
nastar,Nastar (World),
nastarw,Nastar Warrior (US),
naughtya,Naughty Boy (bootleg),
naughtyb,Naughty Boy,
naughtyc,Naughty Boy (Cinematronics),
navarone,Navalone,
nbajam,NBA Jam (rev 3.01 04/07/93),""
nbajamr2,NBA Jam (rev 2.00 02/10/93),
nbajamt1,NBA Jam TE (rev 1.0 01/17/94),
nbajamt2,NBA Jam TE (rev 2.0 01/28/94),
nbajamt3,NBA Jam TE (rev 3.0 03/04/94),
nbajamte,NBA Jam TE (rev 4.0 03/23/94),
nbamaxht,NBA Maximum Hangtime (rev 1.0),
ncombat,Ninja Combat,
ncommand,Ninja Commando,
nebulbee,Nebulous Bee,
nemesis,Nemesis (hacked?),
nemesuk,Nemesis (World?),
nemo,Nemo (World),
nemoj,Nemo (Japan),
neobombe,Neo Bomberman,
neocup98,Neo-Geo Cup '98 - The Road to the Victory,
neodrift,Neo Drift Out - New Technology,
neomrdo,Neo Mr. Do!,
newsin7,New Sinbad 7,
nibbler,Nibbler (set 1),
nibblera,Nibbler (set 2),
ninjak,Ninja Kids (World),
ninjak2a,Ninja Kid II (set 2),
ninjak2b,Ninja Kid II (set 3),
ninjakd2,Ninja Kid II (set 1),
ninjakj,Ninja Kids (Japan),
ninjamas,Ninja Master's - haoh-ninpo-cho,
ninjemak,Ninja Emaki (US),
nitedrvr,Night Driver,
nomnlnd,No Man's Land,
nomnlndg,No Man's Land (Gottlieb),
nov2001u,Nova 2001 (US),
nova2001,Nova 2001 (Japan),
npacmod,PuckMan (harder?),
nprinces,Ninja Princess,
nprincsb,Ninja Princess (bootleg?),
nprincsu,Ninja Princess (not encrypted),
nrallyx,New Rally X,
nspirit,Ninja Spirit,
nspiritj,Saigo no Nindou (Japan),
nstocker,Night Stocker,
nunchaku,Nunchackun,
offroad,Ironman Stewart's Super Off-Road,
offroadt,Ironman Stewart's Super Off-Road Track Pack,
offtwalc,Off the Wall (2-player cocktail),
offtwall,Off the Wall (2/3-player upright),
ogonsiro,Ohgon no Siro (Japan),
ohmygod,Oh My God! (Japan),
olibochu,Oli-Boo-Chu,
omegrace,Omega Race,
openice,2 On 2 Open Ice Challenge (rev 1.21),
orbitron,Orbitron,
ordyne,Ordyne (Japan),
oscar,Psycho-Nics Oscar (US),
oscarj,Psycho-Nics Oscar (Japan revision 2),
oscarj0,Psycho-Nics Oscar (Japan revision 0),
oscarj1,Psycho-Nics Oscar (Japan revision 1),
otwalls,Off the Wall (Sente),
outrun,Out Run (set 1),""
outruna,Out Run (set 2),
outrunb,Out Run (set 3),
outzone,Out Zone,
outzonep,Out Zone (bootleg),
overtop,Over Top,
ozmawars,Ozma Wars,
p47,P-47 - The Phantom Fighter (World),
p47j,P-47 - The Freedom Fighter (Japan),
pacgal,Pac-Gal,
pacheart,Pac-Man (Hearts),
pacland,Pac-Land (set 1),
pacland2,Pac-Land (set 2),
pacland3,Pac-Land (set 3),
paclandm,Pac-Land (Midway),
pacman,PuckMan (Japan set 1),
pacmanbl,Pac-Man (bootleg on Galaxian hardware),
pacmania,Pac-Mania,
pacmanij,Pac-Mania (Japan),
pacmanjp,PuckMan (Japan set 2),
pacmanm,Pac-Man (Midway),""
pacmod,Pac-Man (Midway, harder),
pacnchmp,Pac-Man & Chomp Chomp,
pacnpal,Pac & Pal,
pacnpal2,Pac & Pal (older),
pacplus,Pac-Man Plus,
paintrlr,Paint Roller,
palamed,Palamedes (Japan),
pandoras,Pandora's Palace,
pang,Pang (World),
pang3,Pang! 3 (Euro),
pang3j,Pang! 3 (Japan),
pangb,Pang (bootleg),
panic,Space Panic (set 1),
panica,Space Panic (set 2),
panicbom,Panic Bomber,
panicger,Space Panic (German),
paperboy,Paperboy,"Hop on your bike for a free-wheeling ride up the avenues of not-so-typical suburbia. There are papers to be delivered, robbers to be foiled, and fame and fortune to be won as you brave the mean streets. Avoid motorcycles, tricycles, traffic, tires, gratings, curbs, dogs, skateboarders, breakdancers, bad guys, and other hazards as you deliver to your customers. Earn bonus points by hitting targets along the obstacle course at the end of your route. With superb animation and sound effects, Paperboy brings home all the thrills, spills, challenge, and excitement you loved in the arcades."
parodius,Parodius DA! (Japan),
passht4b,Passing Shot (4 Players) (bootleg),
passsht,Passing Shot (2 Players),
passshtb,Passing Shot (2 Players) (bootleg),
pbactio2,Pinball Action (set 2),
pbaction,Pinball Action (set 1),
pballoon,Pioneer Balloon,
pbobble,Puzzle Bobble / Bust-A-Move (Neo-Geo),
pcktgal,Pocket Gal (Japan),
pcktgal2,Pocket Gal 2 (World?),
pcktgalb,Pocket Gal (bootleg),
peekaboo,Peek-a-Boo!,
pengo,Pengo (set 1),"The player uses a joystick and a single button as controls. Pressing the button while pushing the joystick will cause Pengo to push forward the ice block he is facing, which will slide until it hits a wall or another ice block, crushing any intervening Sno-Bees. Crushing more than one Sno-Bee at once will increase the number of points awarded. There are a total of sixteen levels, which repeat in order starting on the seventeenth round.As the player crushes those on patrol, new Sno-Bees hatch from eggs located within ice blocks. At the start of each level, blocks that contain these eggs are briefly identified by flashing the color of that level's Sno-Bees. Eggs can be eliminated by crushing the ice blocks that contain them. If Pengo pushes a side wall the water 'vibrates', any adjacent Sno-Bees will be briefly stunned, and are eliminated (for 100 points) if Pengo walks over them in this state. Eliminating all Sno-Bees in a round will progress the player to the next.Diamond blocks are unbreakable; when connected in a horizontal or vertical line the player earns bonus points: 10,000 points if aligned without being against a wall or if only one diamond block is touching a wall, 5,000 points if all three are against the wall. Alignment will also temporarily stun all Sno-Bees.After 60 seconds elapse in a round without a death, the game enters into sudden death mode; the music tempo and movement of the Sno-Bees accelerates. If a single Sno-Bee remains in the round, a jingle plays and the Sno-Bee accelerates in an attempt to reach a corner where it safely fades away.The game will always start with the same maze on power up. Once the game has gone through the attract mode, the maze will change."
pengo2,Pengo (set 2),
pengo2u,Pengo (set 2 not encrypted),
penta,Penta,
pepper2,Pepper II,
percuss,Percussor, The,
peterpak,Peter Pack-Rat,
pgoal,Pleasure Goal / Futsal - 5 on 5 Mini Soccer,
phantasm,Phantasm (Japan),
phantom2,Phantom II,
phelios,Phelios (Japan),
phoenix,Phoenix (Amstar),"Phoenix is an outer space-themed, fixed shooter video game similar to Taito's Space Invaders. It was developed by Amstar Electronics (which was located in Phoenix, Arizona) in 1980,[1] and released by Centuri in the United States and by Taito in Japan.[2][3]The Phoenix mothership is one of the first video arcade game bosses to be presented as a separate challenge.[4] This was before the term boss was coined.The player controls a spaceship that moves horizontally at the bottom of the screen, firing upward. Enemies, typically one of two types of birds, appear on the screen above the player's ship, shooting at it and periodically diving towards it in an attempt to crash into it. The ship is equipped with a shield that can be used to zap any of the alien creatures that attempt to crash into the spaceship. The player cannot move while the shield is active and must wait approximately five seconds before using it again.The player starts with three or six lives, depending on the settings.Each level has five separate rounds. The player must complete a round to advance to the next.Rounds 1 and 2 – The player must destroy a formation of alien birds. While in formation, some of the birds fly down kamikaze style, in an attempt to destroy the player's spaceship by crashing into it. Hitting a bird flying diagonally awards a bonus score. The birds are yellow in round 1, pink in round 2. The player's spaceship is given rapid fire for round 2, where the birds fly somewhat more unpredictably. These rounds are highly reminiscent of Galaxian.Rounds 3 and 4 – Flying eggs float on the screen and seconds later hatch, revealing larger alien birds, resembling phoenices, which swoop down at the player's spaceship. The only way to fully destroy one of these birds is by hitting it in its belly; shooting one of its wings merely destroys that wing, and if both wings are destroyed, they will regenerate. From time to time the birds may also revert to the egg form for a brief period. The birds are blue in round 3, pink in round 4.The mothership in Phoenix is one of the first bosses to appear in an arcade game.[4]Round 5 – The player is pitted against the mothership, which is controlled by an alien creature sitting in its center. To complete this round, the player must create a hole in the conveyor belt-type shield to get a clear shot at the alien. Hitting the alien with a single shot ends the level. The mothership fires missiles at the player, moves slowly down towards him, and has alien birds (from rounds 1 and 2) protecting the ship. Defeating all of the birds will produce a new wave.The game continues with increasing speed and unpredictability of the bird and phoenix flights."
phoenix3,Phoenix (T.P.N.),
phoenixa,Phoenix (Centuri),
phoenixc,Phoenix (IRECSA, G.G.I Corp),
phoenixt,Phoenix (Taito),
phozon,Phozon,
pickin,Pickin',
pignewt,Pig Newton (version C),
pignewta,Pig Newton (version A),
pigout,Pigout,
pigouta,Pigout (alternate),
pigskin,Pigskin 621AD,
pinbo,Pinbo,
pinbos,Pinbo (Strike),
pingpong,Ping Pong,
pipedrm,Pipe Dream (Japan),
pipibibi,Pipi & Bibis / Whoopee (Japan) ?,
pipibibs,Pipi & Bibis / Whoopee (Japan),
piranha,Piranha,
pisces,Pisces,
pistoldm,Pistol Daimyo no Bouken (Japan),
pitfall2,Pitfall II,
pitfallu,Pitfall II (not encrypted),
pitfigh3,Pit Fighter (version 3),
pitfight,Pit Fighter (version 4),
pkladies,Poker Ladies,
pkunwar,Penguin-Kun Wars (US),
pkunwarj,Penguin-Kun Wars (Japan),
pleiadbl,Pleiads (bootleg),
pleiadce,Pleiads (Centuri),
pleiads,Pleiads (Tehkan),
plgirls,Play Girls,
plgirls2,Play Girls 2,
plotting,Plotting (World),
plumppop,Plump Pop (Japan),
plusalph,Plus Alpha,
pnickj,Pnickies (Japan),
polaris,Polaris (set 1),
polarisa,Polaris (set 2),
polepos,Pole Position,
polepos1,Pole Position (Atari version 1),
polepos2,Pole Position II,
poleposa,Pole Position (Atari version 2),
poleps2a,Pole Position II (Atari),
poleps2b,Pole Position II (Atari bootleg 1),
poleps2c,Pole Position II (Atari bootleg 2),
polyplay,Poly-Play,
pompingw,Pomping World (Japan),
ponpoko,Ponpoko,
ponpokov,Ponpoko (Venture Line),
pootan,Pootan,
pooyan,Pooyan,
pooyans,Pooyan (Stern),
popbounc,Pop 'n Bounce / Gapporin,
popeye,Popeye (set 1),
popeye2,Popeye (set 2),
popeyebl,Popeye (bootleg),
popflama,Pop Flamer (set 2),
popflame,Pop Flamer (set 1),
portman,Port Man,
potogold,Pot of Gold,
poundfor,Pound for Pound (World),
poundfou,Pound for Pound (US),
pow,P.O.W. - Prisoners of War (US),
powerdrv,Power Drive,
powerins,Power Instinct (USA) bootleg,
powj,Datsugoku - Prisoners of War (Japan),
prehisle,Prehistoric Isle in 1930 (World),
prehislu,Prehistoric Isle in 1930 (US),
psoldier,Perfect Soldiers (Japan),
pspikes,Power Spikes (Korea),
pspikes2,Power Spikes II,
psurge,Power Surge,
psychic5,Psychic 5,
psychos,Psycho Soldier (US),
psychosj,Psycho Soldier (Japan),
puckman,New Puck-X,
pulirula,PuLiRuLa (World),
pulirulj,PuLiRuLa (Japan),
pulsar,Pulsar,"PULSAR: Lost Colony is a cooperative starship simulator for 1 - 5 players. It will be available for Windows, Mac and Linux computers."
pulstar,Pulstar,
punchout,Punch-Out!!,"Punch-Out!! It's 13 tough matches in the minor, major and world circuits that lead to the final challenge - the World Video Boxing Association title fight. The ultimate bout against the newest WVBA Champ - Mr. Dream! Practice your hook and take a quick jab. Try to stay light on your feet as you dance left, then right, dodging punches while you throw your own. Boxers from around the world like Piston Honda, Glass Joe and Super Macho Man are all trying to knock you out of the ring. You've trained for months for this moment. There's the bell. Shake hands and come out boxing!"
punisher,Punisher, The (World),
punishrj,Punisher, The (Japan),
punishru,Punisher, The (US),
punkshot,Punk Shot (4 Players),
punksht2,Punk Shot (2 Players),
puzbobb,Puzzle Bobble (Japan, B-System),
puzlclub,Puzzle Club (Japan prototype),
puzzldpr,Puzzle De Pon R,
puzzledp,Puzzle De Pon,
puzznic,Puzznic (Japan),
pyros,Pyros (US),
qad,Quiz & Dragons (US),
qadj,Quiz & Dragons (Japan),
qbert,Q*bert (US),"Q*bert is an isometric platform game with puzzle elements where the player controls the titular protagonist from a third-person perspective. Q*bert starts each game at the top of a pyramid of cubes, and moves by jumping diagonally from cube to cube. Landing on a cube causes it to change color, and changing every cube to the target color allows the player to progress to the next stage."
qbertjp,Q*bert (Japan),
qbertqub,Q*bert's Qubes,
qcrayon,Quiz Crayon Shinchan (Japan),
qcrayon2,Quiz Crayon Shinchan Orato Asobo (Japan),
qix,Qix (set 1),
qix2,Qix II (Tournament),
qixa,Qix (set 2),
qixb,Qix (set 3),
qjinsei,Quiz Jinsei Gekijoh (Japan),
qsangoku,Quiz Sangokushi (Japan),
qtono1,Quiz Tonosama no Yabou (Japan),
qtono2,Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan),
qtorimon,Quiz Torimonochou (Japan),
quantum,Quantum (rev 2),
quantum1,Quantum (rev 1),
quantump,Quantum (prototype),
quarterb,Quarterback,
quartet,Quartet,
quartet2,Quartet II,
quartetj,Quartet (Japan),
quarth,Quarth (Japan),
quartrba,Quarterback (set 2),
quester,Quester (Japan),
quizdai2,Quiz Meintantei Neo Geo - Quiz Daisousa Sen Part 2,
quizdais,Quiz Daisousa Sen - The Last Count Down,
quizhq,Quiz HQ (Japan),
quizkof,Quiz King of Fighters,
qwakprot,Qwak (prototype),
qzchikyu,Quiz Chikyu Bouei Gun (Japan),
qzquest,Quiz Quest - Hime to Yuusha no Monogatari (Japan),
qzshowby,Quiz Sekai wa SHOW by shobai (Japan),
rabiolep,Rabio Lepus (Japan),
rackemup,Rack 'em Up,
radarscp,Radar Scope,
radrad,Radical Radial,
ragnagrd,Operation Ragnagard / Shin-Oh-Ken,
raiden,Raiden,
raidena,Raiden (Alternate Hardware),
raidenk,Raiden (Korea),
raimais,Raimais (Japan),
rainbow,Rainbow Islands,
rainbowe,Rainbow Islands (Extra),
rallybik,Rally Bike / Dash Yarou,
rallyx,Rally X,
rallyxm,Rally X (Midway),
rambo3,Rambo III (set 1, Europe),
rambo3a,Rambo III (set 2, US),
rampage,Rampage (revision 3),
rampage2,Rampage (revision 2),
rampart,Rampart (3-player Trackball),
rampartj,Rampart (Japan, 2-player Joystick),
ramprt2p,Rampart (2-player Joystick),
rastan,Rastan (World),
rastanu,Rastan (US set 1),
rastanu2,Rastan (US set 2),
rastsag2,Rastan Saga 2 (Japan),
rastsaga,Rastan Saga (Japan),
razmataz,Razzmatazz,
rbff1,Real Bout Fatal Fury / Real Bout Garou Densetsu,
rbff2,Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers,
rbffspec,Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special,
rbtapper,Tapper (Root Beer),
rdaction,Rad Action,
reactor,Reactor,
redalert,Red Alert,
redbaron,Red Baron,
redlin2p,Redline Racer (2 players),
redufo,Defend the Terra Attack on the Red UFO (bootleg),
regulus,Regulus,
regulusu,Regulus (not encrypted),
relief,Relief Pitcher (set 1),
relief2,Relief Pitcher (set 2),
renegade,Renegade (US),
repulse,Repulse,
rescraid,Rescue Raider,
rescrdsa,Rescue Raider (Stand-Alone),
rescue,Rescue,
retofin1,Return of the Invaders (bootleg set 1),
retofin2,Return of the Invaders (bootleg set 2),
retofinv,Return of the Invaders,
rf2,Konami RF2 - Red Fighter,
ridhero,Riding Hero,
ringkin2,Ring King (set 2),
ringkin3,Ring King (set 3),
ringking,Ring King (set 1),
ringohja,Ring no Ohja (Japan),
riotcity,Riot City,
ripcord,Rip Cord,
ripoff,Rip Off,
rmpgwt,Rampage: World Tour (rev 1.3),
rmpgwt11,Rampage: World Tour (rev 1.1),
roadblst,Road Blasters,
roadf,Road Fighter (set 1),
roadf2,Road Fighter (set 2),
roadrunn,Road Runner,
robby,Robby Roto,
roboarmy,Robo Army,
robocop,Robocop (World revision 3),
robocopb,Robocop (World bootleg),
robocopu,Robocop (US revision 1),
robocpu0,Robocop (US revision 0),
robotbwl,Robot Bowl,
robotron,Robotron (Solid Blue label),
robotryo,Robotron (Yellow/Orange label),
rockmanj,Rockman - The Power Battle (Japan),
rockrage,Rock 'n Rage (World?),
rockragej,Koi no Hotrock (Japan),
rocnrope,Roc'n Rope,
rocnropk,Roc'n Rope (Kosuka),
rodland,RodLand (World),
rodlandj,RodLand (Japan),
roishtar,Return of Ishtar, The,
rollerg,Rollergames (US),
rollergj,Rollergames (Japan),
rollingc,Rolling Crash / Moon Base,
rompers,Rompers (Japan),
romperso,Rompers (Japan old version),
roundup,Round-Up,
route16,Route 16,
route16b,Route 16 (bootleg),
royalmah,Royal Mahjong,
rpatrolb,River Patrol (bootleg),
rpunch,Rabbit Punch (US),
rranger,Rough Ranger (v2.0, Sharp Image license),
rthun2,Rolling Thunder 2,
rthun2j,Rolling Thunder 2 (Japan),
rthunder,Rolling Thunder (new version),
rthundro,Rolling Thunder (old version),
rtype,R-Type (Japan),
rtype2,R-Type II,
rtype2j,R-Type II (Japan),
rtypeleo,R-Type Leo (Japan),"R-Type is set in the 22nd century, and the player flies a futuristic fighter craft called the R-9a 'Arrowhead', named for its shape, and because it is the ninth model in the 'R' series of fighter craft (but it is the first of the series to actually be used in combat; the previous models were all prototypes). The mission is to 'blast off and strike the evil Bydo Empire'."
rtypepj,R-Type (Japan prototype),
rtypeu,R-Type (US),"R-Type is set in the 22nd century, and the player flies a futuristic fighter craft called the R-9a 'Arrowhead', named for its shape, and because it is the ninth model in the 'R' series of fighter craft (but it is the first of the series to actually be used in combat; the previous models were all prototypes). The mission is to 'blast off and strike the evil Bydo Empire'."
rugrats,Rug Rats,
runark,Runark (Japan),
rushatck,Rush'n Attack,
rushcrsh,Rush & Crash (Japan),
rygar,Rygar (US set 1),
rygar2,Rygar (US set 2),
rygarj,Argus no Senshi (Japan),
ryukendn,Ninja Ryukenden (Japan),
safari,Safari,
safarir,Safari Rally,
salamand,Salamander,
samesame,Same! Same! Same!,
samsho,Samurai Shodown / Samurai Spirits,
samsho2,Samurai Shodown II / Shin Samurai Spirits - Haohmaru jigokuhen,
samsho3,Samurai Shodown III / Samurai Spirits - Zankurou Musouken,
samsho4,Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin,
samurai,Samurai (Sega),
sarge,Sarge,
sasuke,Sasuke vs. Commander,
satansat,Satan of Saturn,
saturn,Saturn,
sauro,Sauro,
savagere,Savage Reign / Fu'un Mokushiroku - kakutou sousei,
savgbees,Savage Bees,
sbagman,Super Bagman,
sbagmans,Super Bagman (Stern),
sbasebal,Super Champion Baseball,
sbasketb,Super Basketball,
sbbros,Super Buster Bros (US),
sboblbob,Super Bobble Bobble,
sbrkout,Super Breakout,"A new version of the classic game with four gameplay modes adding variety to the classic brick buster. You can knock balls in the standard mode, a double wall mode, a 'cavity' mode (where you can free two locked balls from gaps in the field), and the intense falling wall 'progression' mode. Also features multiplayer mode for two gamers."
schaser,Space Chaser,
schasrcv,Space Chaser (CV version),
scion,Scion,
scionc,Scion (Cinematronics),
scobra,Super Cobra,
scobrab,Super Cobra (bootleg),
scobras,Super Cobra (Stern),
scontra,Super Contra,
scontraj,Super Contra (Japan),
scramblb,Scramble (bootleg on Galaxian hardware),
scramble,Scramble,
scrambls,Scramble (Stern),
scregg,Scrambled Egg,
screwloo,Screw Loose (prototype),
sctionza,Section Z (set 2),
sdi,SDI - Strategic Defense Initiative,
sdioj,SDI - Strategic Defense Initiative (Japan),
sdodgeb,Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu,
sdungeon,Space Dungeon,
searchar,SAR - Search And Rescue (World),
seawolf,Sea Wolf,
seawolf2,Sea Wolf II,
secretag,Secret Agent (World),
sectionz,Section Z (set 1),
sectrzon,Sector Zone,
seganinj,Sega Ninja,
seganinu,Sega Ninja (not encrypted),
seicross,Seicross,
sengokh,Sengoku / Sengoku Denshou (set 2),
sengoku,Sengoku / Sengoku Denshou (set 1),
sengoku2,Sengoku 2 / Sengoku Denshou 2,
senjyo,Senjyo,
sentetst,Sente Diagnostic Cartridge,
sercharu,SAR - Search And Rescue (US),
sf,Street Fighter (World),"Street Fighter II′ is an 8-bit version of Capcom's revolutionary arcade fighting game Street Fighter II to the Sega Master System by TecToy in 1997. It is not a port of any specific version of Street Fighter II, but rather it is a mix between the Mega Drive versions of Street Fighter II': Special Champion Edition and Super Street Fighter II: The New Challengers, mixing elements from both. The title itself, Street Fighter II′, features the same blue fonts as the Champion Edition logo, as well as the prime symbol (′) next to the numeral, which is pronounced Dash in Japan, but is usually unspoken overseas.Though severely watered down due to the weaker hardware of the SMS, this version of Street Fighter II is still a reasonably faithful rendition of the game. It also features the announcer's vocals which the Mega Drive's Special Champion Edition lacked. However, the game is held back by a lack of moves (the Master System only has two buttons on its controller, as opposed to the six used in the arcade game) and character voice samples, and the framerate is low. The music has also been tweaked in places.The SMS version only retains 8 fighters out of the 12 character roster from Special Champion Edition. E. Honda, Zangief, Dhalsim and Vega (Claw) are the four fighters who did not made the cut. None of the additional fighters from New Challengers (Cammy, T. Hawk, Fei-Long and Dee-Jay) are present either, despite the use of character portraits from that version.The character-specific endings are also not present in this version either: instead the ending screen consists of portraits of Balrog, Sagat and M. Bison (the same ones used in Special Champion Edition when the player clears the game using a boss character) with a generic message underneath. The staff roll is also lifted straight from Special Champion Editon, but with the addition of people who worked specifically on this version."
sf1,Street Fighter (World),
sf1jp,Street Fighter (Japan),
sf1us,Street Fighter (US),
sf2,Street Fighter II - The World Warrior (World 910214),
sf2a,Street Fighter II - The World Warrior (US 910206),
sf2accp2,Street Fighter II' - Champion Edition (Accelerator Pt.II),
sf2b,Street Fighter II - The World Warrior (US 910214),
sf2ce,Street Fighter II' - Champion Edition (World),"Street Fighter II': Champion Edition  is a competitive fighting game released for the arcades by Capcom in 1992. It was the first of several updated versions of the original Street Fighter II: The World Warrior. The main changes consisted of the addition of the Grand Masters (the final four computer-controlled opponents in the single-player mode) as playable characters and mirror matches (same character vs. matches). The fighting techniques of the eight main characters from the original game were also further refined to allowed for more balanced competitive play.Champion Edition was followed by Street Fighter II' Turbo: Hyper Fighting, released several months later."
sf2cea,Street Fighter II' - Champion Edition (US rev A),
sf2ceb,Street Fighter II' - Champion Edition (US rev B),
sf2cej,Street Fighter II' - Champion Edition (Japan),
sf2e,Street Fighter II - The World Warrior (US 910228),
sf2j,Street Fighter II - The World Warrior (Japan 911210),
sf2jb,Street Fighter II - The World Warrior (Japan 910214),
sf2rb,Street Fighter II' - Champion Edition (Rainbow),
sf2red,Street Fighter II' - Champion Edition (Red Wave),
sf2t,Street Fighter II' - Hyper Fighting (US),
sf2tj,Street Fighter II' Turbo - Hyper Fighting (Japan),
sfeverbw,Space Fever (black and white),
sfootbal,Street Football,
sformula,Super Formula (Japan),
sfposeid,Sea Fighter Poseidon,
shackled,Shackled (US),
shadowld,Shadow Land,
shadoww,Shadow Warriors (US),
shangha3,Shanghai III (Japan),
shanghai,Shanghai,
shangon,Super Hang-On,
shangonb,Super Hang-On (bootleg),
shaolins,Shao-Lin's Road,
sharkatt,Shark Attack,
sharrier,Space Harrier,"HELP! Deep in the 214th sector of the universe, a distress signal is sent from a land in turmoil. Under attack and besieged by countless monstrous beings, Fantasyland is fighting a losing battle. But wait, help is on the way! The heroic Space Harrier has jettisoned into their time warp via intergalactic teleportation. Armed with the same laser blaster that made Space Harrier victorious in the Land of the Dragons, you've got a host of vicious enemies to destroy. Space phantoms, multi-headed reptiles and wicked wizards are just a few of the targets to set your sights on. And they're everywhere. So keep your eyes on 'em, shoot straight, and keep moving. One false move and it's the end for you and Fantasyland!"
shdancbl,Shadow Dancer (bootleg),
shdancer,Shadow Dancer (US),
shdancrj,Shadow Dancer (Japan),
sheriff,Sheriff,
shimpact,Super High Impact (rev LA1 09/30/91),
shinobi,Shinobi (set 1),
shinobia,Shinobi (set 2),
shinobib,Shinobi (set 3),
shinobl,Shinobi (bootleg),
shippumd,Shippu Mahou Daisakusen (Japan),
shisen,Shisensho - Joshiryo-Hen (Japan),
shocktr2,Shock Troopers - 2nd Squad,
shocktro,Shock Troopers,
shollow,Satan's Hollow (set 1),
shollow2,Satan's Hollow (set 2),
shootoub,Shoot Out (Korean Bootleg),
shootouj,Shoot Out (Japan),
shootout,Shoot Out (US),
showdown,Showdown (version 5.0),
shtngmst,Shooting Master,
shuffle,Shuffleboard,
shuuz,Shuuz (version 8.0),
shuuz2,Shuuz (version 7.1),
sichuan2,Sichuan II (hack?) (set 1),
sichuana,Sichuan II (hack ?) (set 2),
sicv,Space Invaders (CV Version),
sidearjp,Side Arms - Hyper Dyne (Japan),
sidearmr,Side Arms - Hyper Dyne (US),
sidearms,Side Arms - Hyper Dyne (World),
sidepckt,Side Pocket (World),
sidepctb,Side Pocket (bootleg),
sidepctj,Side Pocket (Japan),
sidetrac,Side Track,
silentd,Silent Dragon (World),
silkworm,Silkworm (set 1),
silkwrm2,Silkworm (set 2),
silvland,Silver Land,
simps2pj,Simpsons, The (2 Players Japan),
simpsn2p,Simpsons, The (2 Players),"The Simpsons: Hit & Run can be best described as Grand Theft Auto in Springfield.The player takes on the role of Homer, Marge, Bart, Lisa or Apu and try to uncover a mystery surrounding mechanical bees that are taking over Springfield, mysterious vans, and cola that can control the minds of those who drink it.Like GTA, the game follows a linear-based path through fifty plus missions. The player will have to chase cars and find out where they're headed, grab all the spilling cola cans before people can drink them, and chasing down villains before they get away.Throughout the course of the game, the player can unlock tons of rewards by completing missions in a set amount of time or performing outstanding stunts.All voiceovers are performed by those who act in the show, including Dan Castellaneta (Homer), Julie Kavner (Marge) and Yeardley Smith (Lisa).The game supports multiplayer action for up to four players."
simpsons,Simpsons, The (4 Players),
sindbadm,Sindbad Mystery,
sinista1,Sinistar (prototype version),
sinista2,Sinistar (revision 2),
sinistar,Sinistar (revision 3),
sinvemag,Super Invaders (EMAG),
sinvzen,Super Invaders (Zenitone-Microsec),"Super Space Invaders '91 was produced by Taito in 1990.  The gameplay adheres much to the original, making it very easy to play. The object in most cases is to simply clear the screen of invaders before they reach bottom. Every so often, however, a boss invader appears that must be hit multiple times to be destroyed."
sisv,Space Invaders (SV Version),
sisv2,Space Invaders (SV Version 2),
sitv,Space Invaders (TV Version),
skingame,Irem Skins Game, The (US set 1),
skingame2,Irem Skins Game, The (US set 2),
skullxb2,Skull & Crossbones (set 2),
skullxbo,Skull & Crossbones (set 1),
skyadvnt,Sky Adventure (US),
skychut,Sky Chuter,
skydiver,Sky Diver,
skyfox,Sky Fox,
skykid,Sky Kid,
skykiddo,Sky Kid Deluxe (set 2),
skykiddx,Sky Kid Deluxe (set 1),
skylancr,Sky Lancer,
skyshark,Sky Shark (US),
skysoldr,Sky Soldiers (US),
skywolf,Sky Wolf (set 1),
skywolf2,Sky Wolf (set 2),
slammast,Saturday Night Slam Masters (World),
slapbtjp,Slap Fight (Japan bootleg),
slapbtuk,Slap Fight (English bootleg),
slapfigh,Slap Fight,
slyspy,Sly Spy (US revision 3),
slyspy2,Sly Spy (US revision 2),
smashtv,Smash T.V. (rev 8.00),
smashtv4,Smash T.V. (rev 4.00),
smashtv5,Smash T.V. (rev 5.00),
smashtv6,Smash T.V. (rev 6.00),
smooncrs,Super Moon Cresta,
snakepit,Snake Pit,
snakjack,Snacks'n Jaxson,
snapjack,Snap Jack,
